from_node,to_node,from_bus,to_bus,phase,line_name,linecode,nph_line,length,R_per_len,X_per_len,C_per_len,R_full,X_full,C_full,u_idx,v_idx,from_base_kv,to_base_kv,length_unit
m4362177.2,m1186052.2,m4362177,m1186052,2,Line.ln7167521-1,3ph_h-2_acsr2_acsr2_acsr2_acsr,3,0.06550446,1.12461,0.893467,8.2026,0.07366697076060001,0.05852607336282,0.537306883596,2036,947,7.199557856794634,7.199557856794634,km
m1186052.2,m4362177.2,m1186052,m4362177,2,Line.ln7167521-1,3ph_h-2_acsr2_acsr2_acsr2_acsr,3,0.06550446,1.12461,0.893467,8.2026,0.07366697076060001,0.05852607336282,0.537306883596,947,2036,7.199557856794634,7.199557856794634,km
m4362177.3,m1186052.3,m4362177,m1186052,3,Line.ln7167521-1,3ph_h-2_acsr2_acsr2_acsr2_acsr,3,0.06550446,1.13362,0.882239,8.08174,0.0742571659452,0.05779058928594,0.5293900145604,2037,948,7.199557856794634,7.199557856794634,km
m1186052.3,m4362177.3,m1186052,m4362177,3,Line.ln7167521-1,3ph_h-2_acsr2_acsr2_acsr2_acsr,3,0.06550446,1.13362,0.882239,8.08174,0.0742571659452,0.05779058928594,0.5293900145604,948,2037,7.199557856794634,7.199557856794634,km
m1142811.1,l2992657.1,m1142811,l2992657,1,Line.ln5745385-1,1ph-2_acsrxx2_acsr,1,0.051541344,1.1223,0.896365,6.495819999999999,0.057844850371200005,0.04619985681456,0.33480329318207996,498,2691,7.199557856794634,7.199557856794634,km
l2992657.1,m1142811.1,l2992657,m1142811,1,Line.ln5745385-1,1ph-2_acsrxx2_acsr,1,0.051541344,1.1223,0.896365,6.495819999999999,0.057844850371200005,0.04619985681456,0.33480329318207996,2691,498,7.199557856794634,7.199557856794634,km
m1026834.3,n1147860.3,m1026834,n1147860,3,Line.ln5487004-6,1ph-xx2_acsr2_acsr,1,0.008916507,1.1223,0.896365,6.495819999999999,0.010006995806100002,0.007992444797055,0.05792002450074,1091,2620,7.199557856794634,7.199557856794634,km
n1147860.3,m1026834.3,n1147860,m1026834,3,Line.ln5487004-6,1ph-xx2_acsr2_acsr,1,0.008916507,1.1223,0.896365,6.495819999999999,0.010006995806100002,0.007992444797055,0.05792002450074,2620,1091,7.199557856794634,7.199557856794634,km
m1069597.2,l3197653.2,m1069597,l3197653,2,Line.ln6108165-1,1ph-x2_acsrx2_acsr,1,0.10167458,1.1223,0.896365,6.495819999999999,0.114109381134,0.0911375349017,0.6604597702555999,2692,2693,7.199557856794634,7.199557856794634,km
l3197653.2,m1069597.2,l3197653,m1069597,2,Line.ln6108165-1,1ph-x2_acsrx2_acsr,1,0.10167458,1.1223,0.896365,6.495819999999999,0.114109381134,0.0911375349017,0.6604597702555999,2693,2692,7.199557856794634,7.199557856794634,km
m1069610.2,l2991929.2,m1069610,l2991929,2,Line.ln6074369-2,1ph-x2_acsrx2_acsr,1,0.045811507,1.1223,0.896365,6.495819999999999,0.051414254306100006,0.041063831472055,0.29758330340073996,130,2694,7.199557856794634,7.199557856794634,km
l2991929.2,m1069610.2,l2991929,m1069610,2,Line.ln6074369-2,1ph-x2_acsrx2_acsr,1,0.045811507,1.1223,0.896365,6.495819999999999,0.051414254306100006,0.041063831472055,0.29758330340073996,2694,130,7.199557856794634,7.199557856794634,km
l3197646.1,m1026851.1,l3197646,m1026851,1,Line.ln6320342-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.098700263,0.66087,0.869947,8.3452,0.06522804280880999,0.085863997696061,0.8236734347876,1874,2225,7.199557856794634,7.199557856794634,km
m1026851.1,l3197646.1,m1026851,l3197646,1,Line.ln6320342-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.098700263,0.66087,0.869947,8.3452,0.06522804280880999,0.085863997696061,0.8236734347876,2225,1874,7.199557856794634,7.199557856794634,km
l3197646.2,m1026851.2,l3197646,m1026851,2,Line.ln6320342-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.098700263,0.653999,0.878528,8.72099,0.064549873301737,0.086710944652864,0.86076400662037,1875,2226,7.199557856794634,7.199557856794634,km
m1026851.2,l3197646.2,m1026851,l3197646,2,Line.ln6320342-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.098700263,0.653999,0.878528,8.72099,0.064549873301737,0.086710944652864,0.86076400662037,2226,1875,7.199557856794634,7.199557856794634,km
l3197646.3,m1026851.3,l3197646,m1026851,3,Line.ln6320342-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.098700263,0.663007,0.8673,8.57671,0.065438965270841,0.08560273809989999,0.84652353267473,1876,2227,7.199557856794634,7.199557856794634,km
m1026851.3,l3197646.3,m1026851,l3197646,3,Line.ln6320342-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.098700263,0.663007,0.8673,8.57671,0.065438965270841,0.08560273809989999,0.84652353267473,2227,1876,7.199557856794634,7.199557856794634,km
m3949154.1,l3728042.1,m3949154,l3728042,1,Line.ln6991380-2,1ph-2_acsrxx2_acsr,1,0.073204155,1.1223,0.896365,6.495819999999999,0.08215702315650002,0.065617642396575,0.4755210141321,2695,1722,7.199557856794634,7.199557856794634,km
l3728042.1,m3949154.1,l3728042,m3949154,1,Line.ln6991380-2,1ph-2_acsrxx2_acsr,1,0.073204155,1.1223,0.896365,6.495819999999999,0.08215702315650002,0.065617642396575,0.4755210141321,1722,2695,7.199557856794634,7.199557856794634,km
m1047720.1,l2895449.1,m1047720,l2895449,1,Line.ln5894206-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.001919329,1.6834,0.9273,7.600980000000001,0.0032309984386,0.0017797937817,0.01458878134242,997,2696,7.199557856794634,7.199557856794634,km
l2895449.1,m1047720.1,l2895449,m1047720,1,Line.ln5894206-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.001919329,1.6834,0.9273,7.600980000000001,0.0032309984386,0.0017797937817,0.01458878134242,2696,997,7.199557856794634,7.199557856794634,km
m1047720.2,l2895449.2,m1047720,l2895449,2,Line.ln5894206-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.001919329,1.67686,0.932728,7.88811,0.00321844602694,0.001790211899512,0.01513987827819,998,2697,7.199557856794634,7.199557856794634,km
l2895449.2,m1047720.2,l2895449,m1047720,2,Line.ln5894206-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.001919329,1.67686,0.932728,7.88811,0.00321844602694,0.001790211899512,0.01513987827819,2697,998,7.199557856794634,7.199557856794634,km
m1047720.3,l2895449.3,m1047720,l2895449,3,Line.ln5894206-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.001919329,1.68543,0.925637,7.78037,0.00323489467647,0.0017766019375730002,0.01493308977173,999,2698,7.199557856794634,7.199557856794634,km
l2895449.3,m1047720.3,l2895449,m1047720,3,Line.ln5894206-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.001919329,1.68543,0.925637,7.78037,0.00323489467647,0.0017766019375730002,0.01493308977173,2698,999,7.199557856794634,7.199557856794634,km
l3104131.1,m1026377.1,l3104131,m1026377,1,Line.ln5835146-1,1ph-4_wpalxx4_acsr,1,0.061118497,1.63124,0.898979,6.32285,0.09969893704628001,0.054944245314562996,0.38644308875645,2386,762,7.199557856794634,7.199557856794634,km
m1026377.1,l3104131.1,m1026377,l3104131,1,Line.ln5835146-1,1ph-4_wpalxx4_acsr,1,0.061118497,1.63124,0.898979,6.32285,0.09969893704628001,0.054944245314562996,0.38644308875645,762,2386,7.199557856794634,7.199557856794634,km
p873787.2,m1069463.2,p873787,m1069463,2,Line.ln6163946-1,1ph-x2_acsrx2_acsr,1,0.014773005,1.1223,0.896365,6.495819999999999,0.016579743511500003,0.013242004626825,0.0959627813391,53,2699,7.199557856794634,7.199557856794634,km
m1069463.2,p873787.2,m1069463,p873787,2,Line.ln6163946-1,1ph-x2_acsrx2_acsr,1,0.014773005,1.1223,0.896365,6.495819999999999,0.016579743511500003,0.013242004626825,0.0959627813391,2699,53,7.199557856794634,7.199557856794634,km
m3037455.3,l3086074.3,m3037455,l3086074,3,Line.ln5624376-2,1ph-xx4_acsr4_acsr,1,0.087769898,1.67466,0.93456,6.32285,0.14698473738468001,0.08202623587487999,0.5549558995693,859,2700,7.199557856794634,7.199557856794634,km
l3086074.3,m3037455.3,l3086074,m3037455,3,Line.ln5624376-2,1ph-xx4_acsr4_acsr,1,0.087769898,1.67466,0.93456,6.32285,0.14698473738468001,0.08202623587487999,0.5549558995693,2700,859,7.199557856794634,7.199557856794634,km
n1138595.2,m3036167.2,n1138595,m3036167,2,Line.ln6505944-3,1ph-x4_acsrx4_acsr,1,0.11790868,1.67466,0.93456,6.32285,0.1974569500488,0.1101927359808,0.745518897338,2701,2702,7.199557856794634,7.199557856794634,km
m3036167.2,n1138595.2,m3036167,n1138595,2,Line.ln6505944-3,1ph-x4_acsrx4_acsr,1,0.11790868,1.67466,0.93456,6.32285,0.1974569500488,0.1101927359808,0.745518897338,2702,2701,7.199557856794634,7.199557856794634,km
m1069588.2,m1069590.2,m1069588,m1069590,2,Line.ln5803283-1,1ph-x4_acsrx4_acsr,1,0.11043884,1.67466,0.93456,6.32285,0.1849475077944,0.10321172231039999,0.698288219494,12,1080,7.199557856794634,7.199557856794634,km
m1069590.2,m1069588.2,m1069590,m1069588,2,Line.ln5803283-1,1ph-x4_acsrx4_acsr,1,0.11043884,1.67466,0.93456,6.32285,0.1849475077944,0.10321172231039999,0.698288219494,1080,12,7.199557856794634,7.199557856794634,km
l3143999.1,m1069350.1,l3143999,m1069350,1,Line.ln5517002-2,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.002950729,0.66087,0.869947,8.3452,0.0019500482742299998,0.002566977841363,0.0246244236508,2703,531,7.199557856794634,7.199557856794634,km
m1069350.1,l3143999.1,m1069350,l3143999,1,Line.ln5517002-2,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.002950729,0.66087,0.869947,8.3452,0.0019500482742299998,0.002566977841363,0.0246244236508,531,2703,7.199557856794634,7.199557856794634,km
l3143999.2,m1069350.2,l3143999,m1069350,2,Line.ln5517002-2,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.002950729,0.653999,0.878528,8.72099,0.001929773815271,0.002592298046912,0.025733278101710003,2704,532,7.199557856794634,7.199557856794634,km
m1069350.2,l3143999.2,m1069350,l3143999,2,Line.ln5517002-2,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.002950729,0.653999,0.878528,8.72099,0.001929773815271,0.002592298046912,0.025733278101710003,532,2704,7.199557856794634,7.199557856794634,km
l3143999.3,m1069350.3,l3143999,m1069350,3,Line.ln5517002-2,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.002950729,0.663007,0.8673,8.57671,0.001956353982103,0.0025591672617,0.025307546921590002,2705,533,7.199557856794634,7.199557856794634,km
m1069350.3,l3143999.3,m1069350,l3143999,3,Line.ln5517002-2,3ph_h-2/0_acsr2/0_acsr2/0_acsr2_acsr,3,0.002950729,0.663007,0.8673,8.57671,0.001956353982103,0.0025591672617,0.025307546921590002,533,2705,7.199557856794634,7.199557856794634,km
m1089179.3,m1069451.3,m1089179,m1069451,3,Line.ln5835133-1,1ph-xx4_acsr4_wpal,1,0.1138171,1.67723,0.932411,6.32285,0.190897454633,0.1061243160281,0.7196484507350001,2676,2706,7.199557856794634,7.199557856794634,km
m1069451.3,m1089179.3,m1069451,m1089179,3,Line.ln5835133-1,1ph-xx4_acsr4_wpal,1,0.1138171,1.67723,0.932411,6.32285,0.190897454633,0.1061243160281,0.7196484507350001,2706,2676,7.199557856794634,7.199557856794634,km
l3160115.2,l2935567.2,l3160115,l2935567,2,Line.ln6320355-1,1ph-x4_acsrx4_acsr,1,0.080381369,1.67466,0.93456,6.32285,0.13461146340954,0.07512121221264,0.50823933898165,2707,2708,7.199557856794634,7.199557856794634,km
l2935567.2,l3160115.2,l2935567,l3160115,2,Line.ln6320355-1,1ph-x4_acsrx4_acsr,1,0.080381369,1.67466,0.93456,6.32285,0.13461146340954,0.07512121221264,0.50823933898165,2708,2707,7.199557856794634,7.199557856794634,km
m1209828.3,l3253570.3,m1209828,l3253570,3,Line.ln5873976-1,1ph-xx2_acsr2_acsr,1,0.040172433,1.1223,0.896365,6.495819999999999,0.0450855215559,0.036009162906045,0.26095289373006,1078,2709,7.199557856794634,7.199557856794634,km
l3253570.3,m1209828.3,l3253570,m1209828,3,Line.ln5873976-1,1ph-xx2_acsr2_acsr,1,0.040172433,1.1223,0.896365,6.495819999999999,0.0450855215559,0.036009162906045,0.26095289373006,2709,1078,7.199557856794634,7.199557856794634,km
n1137989.3,l3122814.3,n1137989,l3122814,3,Line.ln5502526-3,1ph-xx4_acsr4_acsr,1,0.03598119,1.67466,0.93456,6.32285,0.060256259645400004,0.0336265809264,0.2275036671915,2710,2711,7.199557856794634,7.199557856794634,km
l3122814.3,n1137989.3,l3122814,n1137989,3,Line.ln5502526-3,1ph-xx4_acsr4_acsr,1,0.03598119,1.67466,0.93456,6.32285,0.060256259645400004,0.0336265809264,0.2275036671915,2711,2710,7.199557856794634,7.199557856794634,km
m1026935.2,l2935556.2,m1026935,l2935556,2,Line.ln5865239-1,1ph-x2_acsrx2_acsr,1,0.091468329,1.1223,0.896365,6.495819999999999,0.1026549056367,0.081989008724085,0.59416180088478,2579,2712,7.199557856794634,7.199557856794634,km
l2935556.2,m1026935.2,l2935556,m1026935,2,Line.ln5865239-1,1ph-x2_acsrx2_acsr,1,0.091468329,1.1223,0.896365,6.495819999999999,0.1026549056367,0.081989008724085,0.59416180088478,2712,2579,7.199557856794634,7.199557856794634,km
m1009651.1,m1009650.1,m1009651,m1009650,1,Line.ln5800693-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2/0_acsr,3,0.009030219,0.63257,0.812752,8.3452,0.0057122456328300006,0.007339328552688001,0.07535898359880001,2713,2438,7.199557856794634,7.199557856794634,km
m1009650.1,m1009651.1,m1009650,m1009651,1,Line.ln5800693-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2/0_acsr,3,0.009030219,0.63257,0.812752,8.3452,0.0057122456328300006,0.007339328552688001,0.07535898359880001,2438,2713,7.199557856794634,7.199557856794634,km
m1009651.2,m1009650.2,m1009651,m1009650,2,Line.ln5800693-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2/0_acsr,3,0.009030219,0.627184,0.825507,8.72099,0.005663608873296,0.007454508996033,0.07875244959681,2714,2439,7.199557856794634,7.199557856794634,km
m1009650.2,m1009651.2,m1009650,m1009651,2,Line.ln5800693-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2/0_acsr,3,0.009030219,0.627184,0.825507,8.72099,0.005663608873296,0.007454508996033,0.07875244959681,2439,2714,7.199557856794634,7.199557856794634,km
m1009651.3,m1009650.3,m1009651,m1009650,3,Line.ln5800693-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2/0_acsr,3,0.009030219,0.634249,0.808799,8.57671,0.005727407370531,0.007303632096981001,0.07744956959949001,2715,2440,7.199557856794634,7.199557856794634,km
m1009650.3,m1009651.3,m1009650,m1009651,3,Line.ln5800693-1,3ph_h-2/0_acsr2/0_acsr2/0_acsr2/0_acsr,3,0.009030219,0.634249,0.808799,8.57671,0.005727407370531,0.007303632096981001,0.07744956959949001,2440,2715,7.199557856794634,7.199557856794634,km
m1026655.1,n1141474.1,m1026655,n1141474,1,Line.ln5865246-2,1ph-2_acsrxx2_acsr,1,0.004997949,1.1223,0.896365,6.495819999999999,0.0056091981627,0.004479986555384999,0.03246577707318,2279,2716,7.199557856794634,7.199557856794634,km
n1141474.1,m1026655.1,n1141474,m1026655,1,Line.ln5865246-2,1ph-2_acsrxx2_acsr,1,0.004997949,1.1223,0.896365,6.495819999999999,0.0056091981627,0.004479986555384999,0.03246577707318,2716,2279,7.199557856794634,7.199557856794634,km
m1047737.3,n1137989.3,m1047737,n1137989,3,Line.ln5502526-2,1ph-xx4_acsr4_acsr,1,0.011775482,1.67466,0.93456,6.32285,0.019719928686120002,0.01100489445792,0.07445460636370001,2717,2710,7.199557856794634,7.199557856794634,km
n1137989.3,m1047737.3,n1137989,m1047737,3,Line.ln5502526-2,1ph-xx4_acsr4_acsr,1,0.011775482,1.67466,0.93456,6.32285,0.019719928686120002,0.01100489445792,0.07445460636370001,2710,2717,7.199557856794634,7.199557856794634,km
m3037452.1,m1026387.1,m3037452,m1026387,1,Line.ln6320341-2,1ph-4_wpalxx4_wpal,1,0.11890115,1.63382,0.89683,6.32285,0.19426307689300001,0.1066341183545,0.7517941362774999,226,2720,7.199557856794634,7.199557856794634,km
m1026387.1,m3037452.1,m1026387,m3037452,1,Line.ln6320341-2,1ph-4_wpalxx4_wpal,1,0.11890115,1.63382,0.89683,6.32285,0.19426307689300001,0.1066341183545,0.7517941362774999,2720,226,7.199557856794634,7.199557856794634,km
m1166369.1,p829978.1,m1166369,p829978,1,Line.ln6049964-1,1ph-4_wpalxx4_wpal,1,0.004170601,1.63382,0.89683,6.32285,0.00681401132582,0.0037403200948300003,0.026370084532850002,2264,2106,7.199557856794634,7.199557856794634,km
p829978.1,m1166369.1,p829978,m1166369,1,Line.ln6049964-1,1ph-4_wpalxx4_wpal,1,0.004170601,1.63382,0.89683,6.32285,0.00681401132582,0.0037403200948300003,0.026370084532850002,2106,2264,7.199557856794634,7.199557856794634,km
m1166361.1,l2692661.1,m1166361,l2692661,1,Line.ln6198041-1,1ph-4_wpalxx4_wpal,1,0.069077186,1.63382,0.89683,6.32285,0.11285968803052,0.06195049272038,0.4367646855001,2721,2722,7.199557856794634,7.199557856794634,km
l2692661.1,m1166361.1,l2692661,m1166361,1,Line.ln6198041-1,1ph-4_wpalxx4_wpal,1,0.069077186,1.63382,0.89683,6.32285,0.11285968803052,0.06195049272038,0.4367646855001,2722,2721,7.199557856794634,7.199557856794634,km
m1047522.1,n1136664.1,m1047522,n1136664,1,Line.ln6411386-2,1ph-2_acsrxx1/0_tpx,1,0.009003641,1.03207,0.801436,6.495819999999999,0.00929238776687,0.007215842028476,0.05848603128061999,2723,2726,7.199557856794634,7.199557856794634,km
n1136664.1,m1047522.1,n1136664,m1047522,1,Line.ln6411386-2,1ph-2_acsrxx1/0_tpx,1,0.009003641,1.03207,0.801436,6.495819999999999,0.00929238776687,0.007215842028476,0.05848603128061999,2726,2723,7.199557856794634,7.199557856794634,km
m1047809.2,m1047812.2,m1047809,m1047812,2,Line.ln6350569-1,1ph-x4_acsrx4_wpal,1,0.081460382,1.67723,0.932411,6.32285,0.13662779650186,0.075954556241002,0.5150617763287,2323,2598,7.199557856794634,7.199557856794634,km
m1047812.2,m1047809.2,m1047812,m1047809,2,Line.ln6350569-1,1ph-x4_acsrx4_wpal,1,0.081460382,1.67723,0.932411,6.32285,0.13662779650186,0.075954556241002,0.5150617763287,2598,2323,7.199557856794634,7.199557856794634,km
m1027039.1,m1027043.1,m1027039,m1027043,1,Line.ln5472354-1,3ph_h-4_acsr2_acsr2_acsr4_wpal,3,0.027048511,1.68626,0.924966,7.630179999999999,0.045610822158860004,0.025018953025625998,0.20638500766197998,2295,1182,7.199557856794634,7.199557856794634,km
m1027043.1,m1027039.1,m1027043,m1027039,1,Line.ln5472354-1,3ph_h-4_acsr2_acsr2_acsr4_wpal,3,0.027048511,1.68626,0.924966,7.630179999999999,0.045610822158860004,0.025018953025625998,0.20638500766197998,1182,2295,7.199557856794634,7.199557856794634,km
m1027039.2,m1027043.2,m1027039,m1027043,2,Line.ln5472354-1,3ph_h-4_acsr2_acsr2_acsr4_wpal,3,0.027048511,1.12824,0.933765,8.18434,0.030517212050639998,0.025256952873915,0.22137421051774003,2294,1183,7.199557856794634,7.199557856794634,km
m1027043.2,m1027039.2,m1027043,m1027039,2,Line.ln5472354-1,3ph_h-4_acsr2_acsr2_acsr4_wpal,3,0.027048511,1.12824,0.933765,8.18434,0.030517212050639998,0.025256952873915,0.22137421051774003,1183,2294,7.199557856794634,7.199557856794634,km
m1027039.3,m1027043.3,m1027039,m1027043,3,Line.ln5472354-1,3ph_h-4_acsr2_acsr2_acsr4_wpal,3,0.027048511,1.1371,0.926495,8.06911,0.0307568618581,0.025060310198944998,0.21825741059521,2296,1181,7.199557856794634,7.199557856794634,km
m1027043.3,m1027039.3,m1027043,m1027039,3,Line.ln5472354-1,3ph_h-4_acsr2_acsr2_acsr4_wpal,3,0.027048511,1.1371,0.926495,8.06911,0.0307568618581,0.025060310198944998,0.21825741059521,1181,2296,7.199557856794634,7.199557856794634,km
m1026320.2,l2879079.2,m1026320,l2879079,2,Line.ln6017303-1,1ph-x4_wpalx4_wpal,1,0.067254797,1.63382,0.89683,6.32285,0.10988223243454001,0.060316119593510006,0.42524199321145,2727,2728,7.199557856794634,7.199557856794634,km
l2879079.2,m1026320.2,l2879079,m1026320,2,Line.ln6017303-1,1ph-x4_wpalx4_wpal,1,0.067254797,1.63382,0.89683,6.32285,0.10988223243454001,0.060316119593510006,0.42524199321145,2728,2727,7.199557856794634,7.199557856794634,km
m1047649.1,l2973153.1,m1047649,l2973153,1,Line.ln6411371-1,3ph_h-4_wpal4_wpal4_wpal1/0_tpx,3,0.02410888,1.54119,0.740322,7.600980000000001,0.0371563647672,0.01784833425936,0.18325111470240002,2729,316,7.199557856794634,7.199557856794634,km
l2973153.1,m1047649.1,l2973153,m1047649,1,Line.ln6411371-1,3ph_h-4_wpal4_wpal4_wpal1/0_tpx,3,0.02410888,1.54119,0.740322,7.600980000000001,0.0371563647672,0.01784833425936,0.18325111470240002,316,2729,7.199557856794634,7.199557856794634,km
m1047649.2,l2973153.2,m1047649,l2973153,2,Line.ln6411371-1,3ph_h-4_wpal4_wpal4_wpal1/0_tpx,3,0.02410888,1.54023,0.756994,7.88811,0.0371332202424,0.018250277506719998,0.1901734974168,2730,317,7.199557856794634,7.199557856794634,km
l2973153.2,m1047649.2,l2973153,m1047649,2,Line.ln6411371-1,3ph_h-4_wpal4_wpal4_wpal1/0_tpx,3,0.02410888,1.54023,0.756994,7.88811,0.0371332202424,0.018250277506719998,0.1901734974168,317,2730,7.199557856794634,7.199557856794634,km
m1047649.3,l2973153.3,m1047649,l2973153,3,Line.ln6411371-1,3ph_h-4_wpal4_wpal4_wpal1/0_tpx,3,0.02410888,1.5415,0.73514,7.78037,0.03716383852,0.0177234020432,0.18757600668559998,2731,318,7.199557856794634,7.199557856794634,km
l2973153.3,m1047649.3,l2973153,m1047649,3,Line.ln6411371-1,3ph_h-4_wpal4_wpal4_wpal1/0_tpx,3,0.02410888,1.5415,0.73514,7.78037,0.03716383852,0.0177234020432,0.18757600668559998,318,2731,7.199557856794634,7.199557856794634,km
m1026347.1,m1026341.1,m1026347,m1026341,1,Line.ln5623408-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.050947837,1.68626,0.924966,7.600980000000001,0.08591129961962,0.047125016998542,0.38725349008026005,2563,1786,7.199557856794634,7.199557856794634,km
m1026341.1,m1026347.1,m1026341,m1026347,1,Line.ln5623408-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.050947837,1.68626,0.924966,7.600980000000001,0.08591129961962,0.047125016998542,0.38725349008026005,1786,2563,7.199557856794634,7.199557856794634,km
m1026347.2,m1026341.2,m1026347,m1026341,2,Line.ln5623408-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.050947837,1.6795,0.930531,7.88811,0.0855668922415,0.047408541711447004,0.40188214251807003,2564,1787,7.199557856794634,7.199557856794634,km
m1026341.2,m1026347.2,m1026341,m1026347,2,Line.ln5623408-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.050947837,1.6795,0.930531,7.88811,0.0855668922415,0.047408541711447004,0.40188214251807003,1787,2564,7.199557856794634,7.199557856794634,km
m1026347.3,m1026341.3,m1026347,m1026341,3,Line.ln5623408-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.050947837,1.68836,0.923261,7.78037,0.08601829007732001,0.047038150936457,0.39639302255969,2565,1788,7.199557856794634,7.199557856794634,km
m1026341.3,m1026347.3,m1026341,m1026347,3,Line.ln5623408-1,3ph_h-4_acsr4_acsr4_acsr4_wpal,3,0.050947837,1.68836,0.923261,7.78037,0.08601829007732001,0.047038150936457,0.39639302255969,1788,2565,7.199557856794634,7.199557856794634,km
m1026997.2,l3216361.2,m1026997,l3216361,2,Line.ln5744360-1,1ph-x4_acsrx4_acsr,1,0.02111745,1.67466,0.93456,6.32285,0.035364548817,0.019735524071999997,0.13352246873249998,2550,2732,7.199557856794634,7.199557856794634,km
l3216361.2,m1026997.2,l3216361,m1026997,2,Line.ln5744360-1,1ph-x4_acsrx4_acsr,1,0.02111745,1.67466,0.93456,6.32285,0.035364548817,0.019735524071999997,0.13352246873249998,2732,2550,7.199557856794634,7.199557856794634,km
m1125916.2,m1125913.2,m1125916,m1125913,2,Line.ln5563935-1,1ph-x4_acsrx4_acsr,1,0.03567177,1.67466,0.93456,6.32285,0.0597380863482,0.0333374093712,0.22554725094449998,667,2733,7.199557856794634,7.199557856794634,km
m1125913.2,m1125916.2,m1125913,m1125916,2,Line.ln5563935-1,1ph-x4_acsrx4_acsr,1,0.03567177,1.67466,0.93456,6.32285,0.0597380863482,0.0333374093712,0.22554725094449998,2733,667,7.199557856794634,7.199557856794634,km
l2673320.2,l3048209.2,l2673320,l3048209,2,Line.ln5744337-1,1ph-x2_acsrx2_acsr,1,0.065666517,1.1223,0.896365,6.495819999999999,0.0736975320291,0.05886116751070499,0.4265578744589399,1963,2734,7.199557856794634,7.199557856794634,km
l3048209.2,l2673320.2,l3048209,l2673320,2,Line.ln5744337-1,1ph-x2_acsrx2_acsr,1,0.065666517,1.1223,0.896365,6.495819999999999,0.0736975320291,0.05886116751070499,0.4265578744589399,2734,1963,7.199557856794634,7.199557856794634,km
m1108395.1,l2896685.1,m1108395,l2896685,1,Line.ln6274208-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.094743382,1.6834,0.9273,7.600980000000001,0.1594910092588,0.0878555381286,0.72014255171436,2461,2735,7.199557856794634,7.199557856794634,km
l2896685.1,m1108395.1,l2896685,m1108395,1,Line.ln6274208-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.094743382,1.6834,0.9273,7.600980000000001,0.1594910092588,0.0878555381286,0.72014255171436,2735,2461,7.199557856794634,7.199557856794634,km
m1108395.2,l2896685.2,m1108395,l2896685,2,Line.ln6274208-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.094743382,1.67686,0.932728,7.88811,0.15887138754052,0.088369805206096,0.74734621898802,2462,2736,7.199557856794634,7.199557856794634,km
l2896685.2,m1108395.2,l2896685,m1108395,2,Line.ln6274208-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.094743382,1.67686,0.932728,7.88811,0.15887138754052,0.088369805206096,0.74734621898802,2736,2462,7.199557856794634,7.199557856794634,km
m1108395.3,l2896685.3,m1108395,l2896685,3,Line.ln6274208-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.094743382,1.68543,0.925637,7.78037,0.15968333832426,0.087697979884334,0.73713856701134,2463,2737,7.199557856794634,7.199557856794634,km
l2896685.3,m1108395.3,l2896685,m1108395,3,Line.ln6274208-1,3ph_h-4_acsr4_acsr4_acsr4_acsr,3,0.094743382,1.68543,0.925637,7.78037,0.15968333832426,0.087697979884334,0.73713856701134,2737,2463,7.199557856794634,7.199557856794634,km
