mv_node,lv_x_node_1,lv_x_node_2,sx_node_1,sx_node_2
L2710509.3,X2710509C.1,X2710509C.2,SX2710509C.1,SX2710509C.2
L3066805.1,X3066805A.1,X3066805A.2,SX3066805A.1,SX3066805A.2
L3197661.3,X3197661C.1,X3197661C.2,SX3197661C.1,SX3197661C.2
L3179608.3,X3179608C.1,X3179608C.2,SX3179608C.1,SX3179608C.2
L2916234.1,X2916234A.1,X2916234A.2,SX2916234A.1,SX2916234A.2
L3085402.1,X3085402A.1,X3085402A.2,SX3085402A.1,SX3085402A.2
L2875754.3,X2875754C.1,X2875754C.2,SX2875754C.1,SX2875754C.2
L2860478.2,X2860478B.1,X2860478B.2,SX2860478B.1,SX2860478B.2
L2766732.2,X2766732B.1,X2766732B.2,SX2766732B.1,SX2766732B.2
L3198355.2,X3198355B.1,X3198355B.2,SX3198355B.1,SX3198355B.2
L3065665.1,X3065665A.1,X3065665A.2,SX3065665A.1,SX3065665A.2
L2897771.2,X2897771B.1,X2897771B.2,SX2897771B.1,SX2897771B.2
L2785516.2,X2785516B.1,X2785516B.2,SX2785516B.1,SX2785516B.2
L2729206.3,X2729206C.1,X2729206C.2,SX2729206C.1,SX2729206C.2
L3195310.1,X3195310A.1,X3195310A.2,SX3195310A.1,SX3195310A.2
L3232301.3,X3232301C.1,X3232301C.2,SX3232301C.1,SX3232301C.2
L3048946.3,X3048946C.1,X3048946C.2,SX3048946C.1,SX3048946C.2
L2861157.3,X2861157C.1,X2861157C.2,SX2861157C.1,SX2861157C.2
L3029183.2,X3029183B.1,X3029183B.2,SX3029183B.1,SX3029183B.2
L3085396.1,X3085396A.1,X3085396A.2,SX3085396A.1,SX3085396A.2
L2748146.1,X2748146A.1,X2748146A.2,SX2748146A.1,SX2748146A.2
L2691954.2,X2691954B.1,X2691954B.2,SX2691954B.1,SX2691954B.2
L2895449.3,X2895449C.1,X2895449C.2,SX2895449C.1,SX2895449C.2
L2991911.3,X2991911C.1,X2991911C.2,SX2991911C.1,SX2991911C.2
L2785515.3,X2785515C.1,X2785515C.2,SX2785515C.1,SX2785515C.2
L2804262.1,X2804262A.1,X2804262A.2,SX2804262A.1,SX2804262A.2
L0247160.2,X0247160B.1,X0247160B.2,,
L2785537.1,X2785537A.1,X2785537A.2,SX2785537A.1,SX2785537A.2
L3122819.3,X3122819C.1,X3122819C.2,SX3122819C.1,SX3122819C.2
L2804245.2,X2804245B.1,X2804245B.2,SX2804245B.1,SX2804245B.2
L2879068.2,X2879068B.1,X2879068B.2,SX2879068B.1,SX2879068B.2
L2767409.2,X2767409B.1,X2767409B.2,SX2767409B.1,SX2767409B.2
L2685809.1,X2685809A.1,X2685809A.2,SX2685809A.1,SX2685809A.2
L3197637.3,X3197637C.1,X3197637C.2,SX3197637C.1,SX3197637C.2
L3066818.2,X3066818B.1,X3066818B.2,SX3066818B.1,SX3066818B.2
L2763407.3,X2763407C.1,X2763407C.2,SX2763407C.1,SX2763407C.2
L2711226.2,X2711226B.1,X2711226B.2,SX2711226B.1,SX2711226B.2
L3160109.2,X3160109B.1,X3160109B.2,SX3160109B.1,SX3160109B.2
L2710516.1,X2710516A.1,X2710516A.2,SX2710516A.1,SX2710516A.2
L3197641.1,X3197641A.1,X3197641A.2,SX3197641A.1,SX3197641A.2
L2954351.3,X2954351C.1,X2954351C.2,SX2954351C.1,SX2954351C.2
L2804272.2,X2804272B.1,X2804272B.2,SX2804272B.1,SX2804272B.2
L2785519.1,X2785519A.1,X2785519A.2,SX2785519A.1,SX2785519A.2
L2955006.3,X2955006C.1,X2955006C.2,SX2955006C.1,SX2955006C.2
L3104123.3,X3104123C.1,X3104123C.2,SX3104123C.1,SX3104123C.2
L2729414.1,X2729414A.1,X2729414A.2,SX2729414A.1,SX2729414A.2
L2729414.2,X2729414B.1,X2729414B.2,SX2729414B.1,SX2729414B.2
L2729414.3,X2729414C.1,X2729414C.2,SX2729414C.1,SX2729414C.2
L2692660.1,X2692660A.1,X2692660A.2,SX2692660A.1,SX2692660A.2
L2897793.1,X2897793A.1,X2897793A.2,SX2897793A.1,SX2897793A.2
L3235266.3,X3235266C.1,X3235266C.2,SX3235266C.1,SX3235266C.2
L2915534.1,X2915534A.1,X2915534A.2,SX2915534A.1,SX2915534A.2
L2804259.1,X2804259A.1,X2804259A.2,SX2804259A.1,SX2804259A.2
L2764399.2,X2764399B.1,X2764399B.2,SX2764399B.1,SX2764399B.2
L2822863.3,X2822863C.1,X2822863C.2,SX2822863C.1,SX2822863C.2
L3217057.1,X3217057A.1,X3217057A.2,SX3217057A.1,SX3217057A.2
L3215203.1,X3215203A.1,X3215203A.2,SX3215203A.1,SX3215203A.2
L3215203.2,X3215203B.1,X3215203B.2,SX3215203B.1,SX3215203B.2
L3215203.3,X3215203C.1,X3215203C.2,SX3215203C.1,SX3215203C.2
L3048221.1,X3048221A.1,X3048221A.2,SX3048221A.1,SX3048221A.2
L2767408.3,X2767408C.1,X2767408C.2,SX2767408C.1,SX2767408C.2
L3122848.3,X3122848C.1,X3122848C.2,SX3122848C.1,SX3122848C.2
L2841635.1,X2841635A.1,X2841635A.2,SX2841635A.1,SX2841635A.2
L2973162.2,X2973162B.1,X2973162B.2,SX2973162B.1,SX2973162B.2
L3122821.2,X3122821B.1,X3122821B.2,SX3122821B.1,SX3122821B.2
L3123452.3,X3123452C.1,X3123452C.2,SX3123452C.1,SX3123452C.2
L3029500.1,X3029500A.1,X3029500A.2,SX3029500A.1,SX3029500A.2
L3216344.2,X3216344B.1,X3216344B.2,SX3216344B.1,SX3216344B.2
L2748125.3,X2748125C.1,X2748125C.2,SX2748125C.1,SX2748125C.2
L2785520.2,X2785520B.1,X2785520B.2,SX2785520B.1,SX2785520B.2
L3104119.1,X3104119A.1,X3104119A.2,SX3104119A.1,SX3104119A.2
L2710517.1,X2710517A.1,X2710517A.2,SX2710517A.1,SX2710517A.2
L3048227.1,X3048227A.1,X3048227A.2,SX3048227A.1,SX3048227A.2
L3048209.2,X3048209B.1,X3048209B.2,SX3048209B.1,SX3048209B.2
L3216370.1,X3216370A.1,X3216370A.2,SX3216370A.1,SX3216370A.2
L3216370.2,X3216370B.1,X3216370B.2,SX3216370B.1,SX3216370B.2
L3216370.3,X3216370C.1,X3216370C.2,SX3216370C.1,SX3216370C.2
L3066819.1,X3066819A.1,X3066819A.2,SX3066819A.1,SX3066819A.2
L2673314.3,X2673314C.1,X2673314C.2,SX2673314C.1,SX2673314C.2
L3197643.2,X3197643B.1,X3197643B.2,SX3197643B.1,SX3197643B.2
L2803194.3,X2803194C.1,X2803194C.2,SX2803194C.1,SX2803194C.2
L2916617.2,X2916617B.1,X2916617B.2,SX2916617B.1,SX2916617B.2
L3778577.3,X3778577C.1,X3778577C.2,SX3778577C.1,SX3778577C.2
L2991916.2,X2991916B.1,X2991916B.2,SX2991916B.1,SX2991916B.2
L2897554.3,X2897554C.1,X2897554C.2,SX2897554C.1,SX2897554C.2
L3141397.2,X3141397B.1,X3141397B.2,SX3141397B.1,SX3141397B.2
L2916608.3,X2916608C.1,X2916608C.2,SX2916608C.1,SX2916608C.2
L3082983.2,X3082983B.1,X3082983B.2,SX3082983B.1,SX3082983B.2
L2804248.2,X2804248B.1,X2804248B.2,SX2804248B.1,SX2804248B.2
L2841639.1,X2841639A.1,X2841639A.2,SX2841639A.1,SX2841639A.2
L3197645.1,X3197645A.1,X3197645A.2,SX3197645A.1,SX3197645A.2
L2730108.3,X2730108C.1,X2730108C.2,SX2730108C.1,SX2730108C.2
L2897806.3,X2897806C.1,X2897806C.2,SX2897806C.1,SX2897806C.2
L3178977.3,X3178977C.1,X3178977C.2,SX3178977C.1,SX3178977C.2
L2841631.3,X2841631C.1,X2841631C.2,SX2841631C.1,SX2841631C.2
L3235945.3,X3235945C.1,X3235945C.2,SX3235945C.1,SX3235945C.2
L2748839.2,X2748839B.1,X2748839B.2,SX2748839B.1,SX2748839B.2
L2989571.1,X2989571A.1,X2989571A.2,SX2989571A.1,SX2989571A.2
L3552667.3,X3552667C.1,X3552667C.2,SX3552667C.1,SX3552667C.2
L3216347.3,X3216347C.1,X3216347C.2,SX3216347C.1,SX3216347C.2
L2897789.2,X2897789B.1,X2897789B.2,SX2897789B.1,SX2897789B.2
L3160100.2,X3160100B.1,X3160100B.2,SX3160100B.1,SX3160100B.2
L2973156.2,X2973156B.1,X2973156B.2,SX2973156B.1,SX2973156B.2
L3048214.1,X3048214A.1,X3048214A.2,SX3048214A.1,SX3048214A.2
L2766719.1,X2766719A.1,X2766719A.2,SX2766719A.1,SX2766719A.2
L2729401.2,X2729401B.1,X2729401B.2,SX2729401B.1,SX2729401B.2
L2991640.3,X2991640C.1,X2991640C.2,SX2991640C.1,SX2991640C.2
L3139366.1,X3139366A.1,X3139366A.2,SX3139366A.1,SX3139366A.2
L2728247.1,X2728247A.1,X2728247A.2,SX2728247A.1,SX2728247A.2
L2728247.2,X2728247B.1,X2728247B.2,SX2728247B.1,SX2728247B.2
L2728247.3,X2728247C.1,X2728247C.2,SX2728247C.1,SX2728247C.2
L2673306.3,X2673306C.1,X2673306C.2,SX2673306C.1,SX2673306C.2
L2954357.1,X2954357A.1,X2954357A.2,SX2954357A.1,SX2954357A.2
L3141395.3,X3141395C.1,X3141395C.2,SX3141395C.1,SX3141395C.2
L2876796.1,X2876796A.1,X2876796A.2,SX2876796A.1,SX2876796A.2
L3197642.3,X3197642C.1,X3197642C.2,SX3197642C.1,SX3197642C.2
L3254873.3,X3254873C.1,X3254873C.2,SX3254873C.1,SX3254873C.2
L2822858.2,X2822858B.1,X2822858B.2,SX2822858B.1,SX2822858B.2
L3728040.1,X3728040A.1,X3728040A.2,SX3728040A.1,SX3728040A.2
L3157710.2,X3157710B.1,X3157710B.2,SX3157710B.1,SX3157710B.2
L2710514.2,X2710514B.1,X2710514B.2,SX2710514B.1,SX2710514B.2
L2763072.2,X2763072B.1,X2763072B.2,SX2763072B.1,SX2763072B.2
L2710519.1,X2710519A.1,X2710519A.2,SX2710519A.1,SX2710519A.2
L3727711.1,X3727711A.1,X3727711A.2,SX3727711A.1,SX3727711A.2
L2691936.1,X2691936A.1,X2691936A.2,SX2691936A.1,SX2691936A.2
L2841638.3,X2841638C.1,X2841638C.2,SX2841638C.1,SX2841638C.2
L3254209.3,X3254209C.1,X3254209C.2,SX3254209C.1,SX3254209C.2
L3010557.1,X3010557A.1,X3010557A.2,SX3010557A.1,SX3010557A.2
L2820528.3,X2820528C.1,X2820528C.2,SX2820528C.1,SX2820528C.2
L3251808.1,X3251808A.1,X3251808A.2,SX3251808A.1,SX3251808A.2
L3649305.1,X3649305A.1,X3649305A.2,SX3649305A.1,SX3649305A.2
L3157718.1,X3157718A.1,X3157718A.2,SX3157718A.1,SX3157718A.2
L3010569.1,X3010569A.1,X3010569A.2,SX3010569A.1,SX3010569A.2
L2785527.1,X2785527A.1,X2785527A.2,SX2785527A.1,SX2785527A.2
L3047073.3,X3047073C.1,X3047073C.2,SX3047073C.1,SX3047073C.2
L3649306.1,X3649306A.1,X3649306A.2,SX3649306A.1,SX3649306A.2
L2973161.1,X2973161A.1,X2973161A.2,SX2973161A.1,SX2973161A.2
L2688692.2,X2688692B.1,X2688692B.2,SX2688692B.1,SX2688692B.2
L3254220.3,X3254220C.1,X3254220C.2,SX3254220C.1,SX3254220C.2
L3141389.1,X3141389A.1,X3141389A.2,SX3141389A.1,SX3141389A.2
L3197618.1,X3197618A.1,X3197618A.2,SX3197618A.1,SX3197618A.2
L3143999.1,X3143999A.1,X3143999A.2,SX3143999A.1,SX3143999A.2
L2691949.2,X2691949B.1,X2691949B.2,SX2691949B.1,SX2691949B.2
L3066807.3,X3066807C.1,X3066807C.2,SX3066807C.1,SX3066807C.2
L2876812.1,X2876812A.1,X2876812A.2,SX2876812A.1,SX2876812A.2
L2841634.2,X2841634B.1,X2841634B.2,SX2841634B.1,SX2841634B.2
L3235245.3,X3235245C.1,X3235245C.2,SX3235245C.1,SX3235245C.2
L3104135.1,X3104135A.1,X3104135A.2,SX3104135A.1,SX3104135A.2
L2952014.1,X2952014A.1,X2952014A.2,SX2952014A.1,SX2952014A.2
L3048205.3,X3048205C.1,X3048205C.2,SX3048205C.1,SX3048205C.2
L2861223.2,X2861223B.1,X2861223B.2,SX2861223B.1,SX2861223B.2
L2936268.3,X2936268C.1,X2936268C.2,SX2936268C.1,SX2936268C.2
L2879055.3,X2879055C.1,X2879055C.2,SX2879055C.1,SX2879055C.2
L2690941.2,X2690941B.1,X2690941B.2,SX2690941B.1,SX2690941B.2
L2897773.1,X2897773A.1,X2897773A.2,SX2897773A.1,SX2897773A.2
L3104850.3,X3104850C.1,X3104850C.2,SX3104850C.1,SX3104850C.2
L3139086.2,X3139086B.1,X3139086B.2,SX3139086B.1,SX3139086B.2
L3727707.1,X3727707A.1,X3727707A.2,SX3727707A.1,SX3727707A.2
L3030126.3,X3030126C.1,X3030126C.2,SX3030126C.1,SX3030126C.2
L2879079.2,X2879079B.1,X2879079B.2,SX2879079B.1,SX2879079B.2
L3066821.1,X3066821A.1,X3066821A.2,SX3066821A.1,SX3066821A.2
L3254204.1,X3254204A.1,X3254204A.2,SX3254204A.1,SX3254204A.2
L2748135.1,X2748135A.1,X2748135A.2,SX2748135A.1,SX2748135A.2
L2841623.1,X2841623A.1,X2841623A.2,SX2841623A.1,SX2841623A.2
L2954349.2,X2954349B.1,X2954349B.2,SX2954349B.1,SX2954349B.2
L2801902.2,X2801902B.1,X2801902B.2,SX2801902B.1,SX2801902B.2
L2729434.2,X2729434B.1,X2729434B.2,SX2729434B.1,SX2729434B.2
L3048962.1,X3048962A.1,X3048962A.2,SX3048962A.1,SX3048962A.2
L2857591.1,X2857591A.1,X2857591A.2,SX2857591A.1,SX2857591A.2
L3048890.3,X3048890C.1,X3048890C.2,SX3048890C.1,SX3048890C.2
L2936211.3,X2936211C.1,X2936211C.2,SX2936211C.1,SX2936211C.2
L2820535.2,X2820535B.1,X2820535B.2,SX2820535B.1,SX2820535B.2
L3097861.3,X3097861C.1,X3097861C.2,SX3097861C.1,SX3097861C.2
L3141390.2,X3141390B.1,X3141390B.2,SX3141390B.1,SX3141390B.2
L3141412.1,X3141412A.1,X3141412A.2,SX3141412A.1,SX3141412A.2
L2991920.1,X2991920A.1,X2991920A.2,SX2991920A.1,SX2991920A.2
L3160861.3,X3160861C.1,X3160861C.2,SX3160861C.1,SX3160861C.2
L2876813.1,X2876813A.1,X2876813A.2,SX2876813A.1,SX2876813A.2
L2729410.3,X2729410C.1,X2729410C.2,SX2729410C.1,SX2729410C.2
L2841637.3,X2841637C.1,X2841637C.2,SX2841637C.1,SX2841637C.2
L3122817.3,X3122817C.1,X3122817C.2,SX3122817C.1,SX3122817C.2
L3086079.2,X3086079B.1,X3086079B.2,SX3086079B.1,SX3086079B.2
L3179699.2,X3179699B.1,X3179699B.2,SX3179699B.1,SX3179699B.2
L3085390.2,X3085390B.1,X3085390B.2,SX3085390B.1,SX3085390B.2
L2897767.3,X2897767C.1,X2897767C.2,SX2897767C.1,SX2897767C.2
L3104124.2,X3104124B.1,X3104124B.2,SX3104124B.1,SX3104124B.2
L2804251.1,X2804251A.1,X2804251A.2,SX2804251A.1,SX2804251A.2
L3066808.3,X3066808C.1,X3066808C.2,SX3066808C.1,SX3066808C.2
L2897774.2,X2897774B.1,X2897774B.2,SX2897774B.1,SX2897774B.2
L3104115.2,X3104115B.1,X3104115B.2,SX3104115B.1,SX3104115B.2
L0247171.2,X0247171B.1,X0247171B.2,,
L3214055.3,X3214055C.1,X3214055C.2,SX3214055C.1,SX3214055C.2
L3104830.3,X3104830C.1,X3104830C.2,SX3104830C.1,SX3104830C.2
L3254211.2,X3254211B.1,X3254211B.2,SX3254211B.1,SX3254211B.2
L2729407.2,X2729407B.1,X2729407B.2,SX2729407B.1,SX2729407B.2
L3027133.1,X3027133A.1,X3027133A.2,SX3027133A.1,SX3027133A.2
L2691944.1,X2691944A.1,X2691944A.2,SX2691944A.1,SX2691944A.2
L2745806.3,X2745806C.1,X2745806C.2,SX2745806C.1,SX2745806C.2
L2878848.3,X2878848C.1,X2878848C.2,SX2878848C.1,SX2878848C.2
L2991909.1,X2991909A.1,X2991909A.2,SX2991909A.1,SX2991909A.2
L2726973.1,X2726973A.1,X2726973A.2,SX2726973A.1,SX2726973A.2
L2691947.1,X2691947A.1,X2691947A.2,SX2691947A.1,SX2691947A.2
L2952007.3,X2952007C.1,X2952007C.2,SX2952007C.1,SX2952007C.2
L3198347.3,X3198347C.1,X3198347C.2,SX3198347C.1,SX3198347C.2
L2916625.2,X2916625B.1,X2916625B.2,SX2916625B.1,SX2916625B.2
L2820533.1,X2820533A.1,X2820533A.2,SX2820533A.1,SX2820533A.2
L2785531.1,X2785531A.1,X2785531A.2,SX2785531A.1,SX2785531A.2
L3120502.1,X3120502A.1,X3120502A.2,SX3120502A.1,SX3120502A.2
L3252336.2,X3252336B.1,X3252336B.2,SX3252336B.1,SX3252336B.2
L2954353.1,X2954353A.1,X2954353A.2,SX2954353A.1,SX2954353A.2
L2673312.1,X2673312A.1,X2673312A.2,SX2673312A.1,SX2673312A.2
L2766720.1,X2766720A.1,X2766720A.2,SX2766720A.1,SX2766720A.2
L2879070.2,X2879070B.1,X2879070B.2,SX2879070B.1,SX2879070B.2
L3179674.2,X3179674B.1,X3179674B.2,SX3179674B.1,SX3179674B.2
L3029506.2,X3029506B.1,X3029506B.2,SX3029506B.1,SX3029506B.2
L3216348.1,X3216348A.1,X3216348A.2,SX3216348A.1,SX3216348A.2
L3048231.2,X3048231B.1,X3048231B.2,SX3048231B.1,SX3048231B.2
L3065696.1,X3065696A.1,X3065696A.2,SX3065696A.1,SX3065696A.2
L3178974.2,X3178974B.1,X3178974B.2,SX3178974B.1,SX3178974B.2
L2916607.3,X2916607C.1,X2916607C.2,SX2916607C.1,SX2916607C.2
L3197652.1,X3197652A.1,X3197652A.2,SX3197652A.1,SX3197652A.2
L2691939.2,X2691939B.1,X2691939B.2,SX2691939B.1,SX2691939B.2
L2858175.1,X2858175A.1,X2858175A.2,SX2858175A.1,SX2858175A.2
L3085400.3,X3085400C.1,X3085400C.2,SX3085400C.1,SX3085400C.2
L3178969.2,X3178969B.1,X3178969B.2,SX3178969B.1,SX3178969B.2
L2748139.2,X2748139B.1,X2748139B.2,SX2748139B.1,SX2748139B.2
L3235242.3,X3235242C.1,X3235242C.2,SX3235242C.1,SX3235242C.2
L2729412.1,X2729412A.1,X2729412A.2,SX2729412A.1,SX2729412A.2
L3082981.3,X3082981C.1,X3082981C.2,SX3082981C.1,SX3082981C.2
L2766747.1,X2766747A.1,X2766747A.2,SX2766747A.1,SX2766747A.2
L3179646.2,X3179646B.1,X3179646B.2,SX3179646B.1,SX3179646B.2
L3235251.3,X3235251C.1,X3235251C.2,SX3235251C.1,SX3235251C.2
L2766749.2,X2766749B.1,X2766749B.2,SX2766749B.1,SX2766749B.2
L3010568.1,X3010568A.1,X3010568A.2,SX3010568A.1,SX3010568A.2
L2991902.2,X2991902B.1,X2991902B.2,SX2991902B.1,SX2991902B.2
L2954348.1,X2954348A.1,X2954348A.2,SX2954348A.1,SX2954348A.2
L2860484.2,X2860484B.1,X2860484B.2,SX2860484B.1,SX2860484B.2
L2879078.1,X2879078A.1,X2879078A.2,SX2879078A.1,SX2879078A.2
L3649301.1,X3649301A.1,X3649301A.2,SX3649301A.1,SX3649301A.2
L2804252.1,X2804252A.1,X2804252A.2,SX2804252A.1,SX2804252A.2
L2783231.2,X2783231B.1,X2783231B.2,SX2783231B.1,SX2783231B.2
L2710504.2,X2710504B.1,X2710504B.2,SX2710504B.1,SX2710504B.2
L2935547.2,X2935547B.1,X2935547B.2,SX2935547B.1,SX2935547B.2
L3048201.2,X3048201B.1,X3048201B.2,SX3048201B.1,SX3048201B.2
L2804250.3,X2804250C.1,X2804250C.2,SX2804250C.1,SX2804250C.2
L3081380.1,X3081380A.1,X3081380A.2,SX3081380A.1,SX3081380A.2
L3172805.1,X3172805A.1,X3172805A.2,SX3172805A.1,SX3172805A.2
L2822867.2,X2822867B.1,X2822867B.2,SX2822867B.1,SX2822867B.2
L2991922.1,X2991922A.1,X2991922A.2,SX2991922A.1,SX2991922A.2
L3010560.2,X3010560B.1,X3010560B.2,SX3010560B.1,SX3010560B.2
L2785536.2,X2785536B.1,X2785536B.2,SX2785536B.1,SX2785536B.2
L3160872.3,X3160872C.1,X3160872C.2,SX3160872C.1,SX3160872C.2
L2973178.2,X2973178B.1,X2973178B.2,SX2973178B.1,SX2973178B.2
L2731712.2,X2731712B.1,X2731712B.2,SX2731712B.1,SX2731712B.2
L2841628.1,X2841628A.1,X2841628A.2,SX2841628A.1,SX2841628A.2
L2748152.2,X2748152B.1,X2748152B.2,SX2748152B.1,SX2748152B.2
L2916602.1,X2916602A.1,X2916602A.2,SX2916602A.1,SX2916602A.2
L2929261.1,X2929261A.1,X2929261A.2,SX2929261A.1,SX2929261A.2
L2710521.1,X2710521A.1,X2710521A.2,SX2710521A.1,SX2710521A.2
L3142079.2,X3142079B.1,X3142079B.2,SX3142079B.1,SX3142079B.2
L2879072.2,X2879072B.1,X2879072B.2,SX2879072B.1,SX2879072B.2
L2729427.2,X2729427B.1,X2729427B.2,SX2729427B.1,SX2729427B.2
L2954347.2,X2954347B.1,X2954347B.2,SX2954347B.1,SX2954347B.2
L2767340.1,X2767340A.1,X2767340A.2,SX2767340A.1,SX2767340A.2
L2767340.2,X2767340B.1,X2767340B.2,SX2767340B.1,SX2767340B.2
L2767340.3,X2767340C.1,X2767340C.2,SX2767340C.1,SX2767340C.2
L3104157.3,X3104157C.1,X3104157C.2,SX3104157C.1,SX3104157C.2
L3122815.2,X3122815B.1,X3122815B.2,SX3122815B.1,SX3122815B.2
L2916605.3,X2916605C.1,X2916605C.2,SX2916605C.1,SX2916605C.2
L3234149.1,X3234149A.1,X3234149A.2,SX3234149A.1,SX3234149A.2
L3234149.2,X3234149B.1,X3234149B.2,SX3234149B.1,SX3234149B.2
L3234149.3,X3234149C.1,X3234149C.2,SX3234149C.1,SX3234149C.2
L3160862.3,X3160862C.1,X3160862C.2,SX3160862C.1,SX3160862C.2
L3233413.2,X3233413B.1,X3233413B.2,SX3233413B.1,SX3233413B.2
L2822865.3,X2822865C.1,X2822865C.2,SX2822865C.1,SX2822865C.2
L2879081.1,X2879081A.1,X2879081A.2,SX2879081A.1,SX2879081A.2
L2691946.2,X2691946B.1,X2691946B.2,SX2691946B.1,SX2691946B.2
L2806553.3,X2806553C.1,X2806553C.2,SX2806553C.1,SX2806553C.2
L3254215.3,X3254215C.1,X3254215C.2,SX3254215C.1,SX3254215C.2
L2951995.3,X2951995C.1,X2951995C.2,SX2951995C.1,SX2951995C.2
L3197628.3,X3197628C.1,X3197628C.2,SX3197628C.1,SX3197628C.2
L2673343.2,X2673343B.1,X2673343B.2,SX2673343B.1,SX2673343B.2
L3160864.2,X3160864B.1,X3160864B.2,SX3160864B.1,SX3160864B.2
L2730149.3,X2730149C.1,X2730149C.2,SX2730149C.1,SX2730149C.2
L3160113.2,X3160113B.1,X3160113B.2,SX3160113B.1,SX3160113B.2
L3010585.1,X3010585A.1,X3010585A.2,SX3010585A.1,SX3010585A.2
L2766730.2,X2766730B.1,X2766730B.2,SX2766730B.1,SX2766730B.2
L3160871.3,X3160871C.1,X3160871C.2,SX3160871C.1,SX3160871C.2
L3104129.1,X3104129A.1,X3104129A.2,SX3104129A.1,SX3104129A.2
L3254205.3,X3254205C.1,X3254205C.2,SX3254205C.1,SX3254205C.2
L2785511.1,X2785511A.1,X2785511A.2,SX2785511A.1,SX2785511A.2
L2822857.2,X2822857B.1,X2822857B.2,SX2822857B.1,SX2822857B.2
L3067448.3,X3067448C.1,X3067448C.2,SX3067448C.1,SX3067448C.2
L2955081.1,X2955081A.1,X2955081A.2,SX2955081A.1,SX2955081A.2
L3235268.3,X3235268C.1,X3235268C.2,SX3235268C.1,SX3235268C.2
L2842330.3,X2842330C.1,X2842330C.2,SX2842330C.1,SX2842330C.2
L2821770.1,X2821770A.1,X2821770A.2,SX2821770A.1,SX2821770A.2
L2691959.2,X2691959B.1,X2691959B.2,SX2691959B.1,SX2691959B.2
L3011229.1,X3011229A.1,X3011229A.2,SX3011229A.1,SX3011229A.2
L2936216.3,X2936216C.1,X2936216C.2,SX2936216C.1,SX2936216C.2
L2879073.3,X2879073C.1,X2879073C.2,SX2879073C.1,SX2879073C.2
L2935553.2,X2935553B.1,X2935553B.2,SX2935553B.1,SX2935553B.2
L2748130.2,X2748130B.1,X2748130B.2,SX2748130B.1,SX2748130B.2
L3085410.2,X3085410B.1,X3085410B.2,SX3085410B.1,SX3085410B.2
L2916618.2,X2916618B.1,X2916618B.2,SX2916618B.1,SX2916618B.2
L3010564.3,X3010564C.1,X3010564C.2,SX3010564C.1,SX3010564C.2
L3217064.2,X3217064B.1,X3217064B.2,SX3217064B.1,SX3217064B.2
L3048968.3,X3048968C.1,X3048968C.2,SX3048968C.1,SX3048968C.2
L2673319.3,X2673319C.1,X2673319C.2,SX2673319C.1,SX2673319C.2
L2897777.3,X2897777C.1,X2897777C.2,SX2897777C.1,SX2897777C.2
L3784018.1,X3784018A.1,X3784018A.2,SX3784018A.1,SX3784018A.2
L3141400.1,X3141400A.1,X3141400A.2,SX3141400A.1,SX3141400A.2
L3235252.2,X3235252B.1,X3235252B.2,SX3235252B.1,SX3235252B.2
L2764411.3,X2764411C.1,X2764411C.2,SX2764411C.1,SX2764411C.2
L3030200.3,X3030200C.1,X3030200C.2,SX3030200C.1,SX3030200C.2
L2746587.3,X2746587C.1,X2746587C.2,SX2746587C.1,SX2746587C.2
L3010562.2,X3010562B.1,X3010562B.2,SX3010562B.1,SX3010562B.2
L2896685.1,X2896685A.1,X2896685A.2,SX2896685A.1,SX2896685A.2
L2896685.2,X2896685B.1,X2896685B.2,SX2896685B.1,SX2896685B.2
L2896685.3,X2896685C.1,X2896685C.2,SX2896685C.1,SX2896685C.2
L2748143.1,X2748143A.1,X2748143A.2,SX2748143A.1,SX2748143A.2
L3216351.1,X3216351A.1,X3216351A.2,SX3216351A.1,SX3216351A.2
L3156034.1,X3156034A.1,X3156034A.2,SX3156034A.1,SX3156034A.2
L3104128.1,X3104128A.1,X3104128A.2,SX3104128A.1,SX3104128A.2
L2673309.3,X2673309C.1,X2673309C.2,SX2673309C.1,SX2673309C.2
L3104155.3,X3104155C.1,X3104155C.2,SX3104155C.1,SX3104155C.2
L2729430.2,X2729430B.1,X2729430B.2,SX2729430B.1,SX2729430B.2
L3197630.1,X3197630A.1,X3197630A.2,SX3197630A.1,SX3197630A.2
L2860481.3,X2860481C.1,X2860481C.2,SX2860481C.1,SX2860481C.2
L2973152.2,X2973152B.1,X2973152B.2,SX2973152B.1,SX2973152B.2
L3160117.2,X3160117B.1,X3160117B.2,SX3160117B.1,SX3160117B.2
L3197624.2,X3197624B.1,X3197624B.2,SX3197624B.1,SX3197624B.2
L2708744.2,X2708744B.1,X2708744B.2,SX2708744B.1,SX2708744B.2
L3067506.3,X3067506C.1,X3067506C.2,SX3067506C.1,SX3067506C.2
L2841625.3,X2841625C.1,X2841625C.2,SX2841625C.1,SX2841625C.2
L2785512.2,X2785512B.1,X2785512B.2,SX2785512B.1,SX2785512B.2
L2673305.2,X2673305B.1,X2673305B.2,SX2673305B.1,SX2673305B.2
L2860480.2,X2860480B.1,X2860480B.2,SX2860480B.1,SX2860480B.2
L2914324.1,X2914324A.1,X2914324A.2,SX2914324A.1,SX2914324A.2
L2766741.1,X2766741A.1,X2766741A.2,SX2766741A.1,SX2766741A.2
L3178988.2,X3178988B.1,X3178988B.2,SX3178988B.1,SX3178988B.2
