node,bus,phase,electrical_distance_ohm,reachable
x2785522b.2,x2785522b,2,14.518828040827305,True
x2710543c.1,x2710543c,1,nan,False
x2710543c.2,x2710543c,2,nan,False
x2917310b.1,x2917310b,1,nan,False
x2917310b.2,x2917310b,2,3.946058911997761,True
x3082993a.1,x3082993a,1,18.594444609241833,True
x3082993a.2,x3082993a,2,nan,False
x3729298a.1,x3729298a,1,9.048286437771008,True
x3729298a.2,x3729298a,2,nan,False
x2990826a.1,x2990826a,1,5.627577949207719,True
x2990826a.2,x2990826a,2,nan,False
x2990826b.1,x2990826b,1,5.627577949207719,True
x2990826b.2,x2990826b,2,5.6402153956694665,True
x2990826c.1,x2990826c,1,5.627577949207719,True
x2990826c.2,x2990826c,2,nan,False
x2897792a.1,x2897792a,1,6.524978793879605,True
x2897792a.2,x2897792a,2,nan,False
x2804261c.1,x2804261c,1,nan,False
x2804261c.2,x2804261c,2,nan,False
x3189190a.1,x3189190a,1,12.41377854857027,True
x3189190a.2,x3189190a,2,nan,False
x2689691a.1,x2689691a,1,13.070181576445458,True
x2689691a.2,x2689691a,2,nan,False
x3195751a.1,x3195751a,1,12.11688122906331,True
x3195751a.2,x3195751a,2,nan,False
x2785517c.1,x2785517c,1,nan,False
x2785517c.2,x2785517c,2,nan,False
x2916606c.1,x2916606c,1,nan,False
x2916606c.2,x2916606c,2,nan,False
x3254217c.1,x3254217c,1,9.043694201228602,True
x3254217c.2,x3254217c,2,nan,False
x2841641b.1,x2841641b,1,nan,False
x2841641b.2,x2841641b,2,7.454055334075532,True
x2804256b.1,x2804256b,1,12.673931705550745,True
x2804256b.2,x2804256b,2,12.234489752121398,True
x3122818c.1,x3122818c,1,nan,False
x3122818c.2,x3122818c,2,nan,False
x2691953a.1,x2691953a,1,11.46887158350158,True
x2691953a.2,x2691953a,2,nan,False
x2692654a.1,x2692654a,1,3.192319163695816,True
x2692654a.2,x2692654a,2,nan,False
x3235246b.1,x3235246b,1,nan,False
x3235246b.2,x3235246b,2,13.916777801830078,True
x2955078a.1,x2955078a,1,2.2261997005275123,True
x2955078a.2,x2955078a,2,nan,False
x3139598b.1,x3139598b,1,nan,False
x3139598b.2,x3139598b,2,12.115303461197874,True
x2763812c.1,x2763812c,1,nan,False
x2763812c.2,x2763812c,2,nan,False
x2767414c.1,x2767414c,1,nan,False
x2767414c.2,x2767414c,2,nan,False
x2991918b.1,x2991918b,1,nan,False
x2991918b.2,x2991918b,2,17.190210217449756,True
x3008248a.1,x3008248a,1,16.822343876926784,True
x3008248a.2,x3008248a,2,nan,False
x3160865a.1,x3160865a,1,2.4060391005425137,True
x3160865a.2,x3160865a,2,nan,False
x3029510b.1,x3029510b,1,nan,False
x3029510b.2,x3029510b,2,13.780157381015094,True
x2748126c.1,x2748126c,1,nan,False
x2748126c.2,x2748126c,2,nan,False
x3216358a.1,x3216358a,1,9.93876047938881,True
x3216358a.2,x3216358a,2,nan,False
x2936276b.1,x2936276b,1,nan,False
x2936276b.2,x2936276b,2,1.5251495723862387,True
x2729207c.1,x2729207c,1,nan,False
x2729207c.2,x2729207c,2,nan,False
x2897768c.1,x2897768c,1,nan,False
x2897768c.2,x2897768c,2,nan,False
x2917255c.1,x2917255c,1,nan,False
x2917255c.2,x2917255c,2,nan,False
x2933120c.1,x2933120c,1,nan,False
x2933120c.2,x2933120c,2,nan,False
x2684420b.1,x2684420b,1,nan,False
x2684420b.2,x2684420b,2,14.722485639043368,True
x2766723a.1,x2766723a,1,12.463608167327138,True
x2766723a.2,x2766723a,2,nan,False
x3104120b.1,x3104120b,1,nan,False
x3104120b.2,x3104120b,2,9.29817970951326,True
x3066813b.1,x3066813b,1,nan,False
x3066813b.2,x3066813b,2,12.943336559916547,True
x2822860b.1,x2822860b,1,nan,False
x2822860b.2,x2822860b,2,16.293673784249826,True
x2933135a.1,x2933135a,1,3.8814832623557294,True
x2933135a.2,x2933135a,2,nan,False
x3649298a.1,x3649298a,1,8.755447361868065,True
x3649298a.2,x3649298a,2,nan,False
x3104130b.1,x3104130b,1,nan,False
x3104130b.2,x3104130b,2,15.487357403743905,True
x2785538a.1,x2785538a,1,6.66314538053855,True
x2785538a.2,x2785538a,2,nan,False
x3122849b.1,x3122849b,1,13.378808588119625,True
x3122849b.2,x3122849b,2,13.414800160304074,True
x2879794a.1,x2879794a,1,3.2404141891416263,True
x2879794a.2,x2879794a,2,nan,False
x2879069a.1,x2879069a,1,12.120448231350661,True
x2879069a.2,x2879069a,2,nan,False
x3104113a.1,x3104113a,1,9.78066914034107,True
x3104113a.2,x3104113a,2,nan,False
x2861222a.1,x2861222a,1,3.6294985661726233,True
x2861222a.2,x2861222a,2,nan,False
x3141411c.1,x3141411c,1,nan,False
x3141411c.2,x3141411c,2,nan,False
x3178982a.1,x3178982a,1,13.633957537128191,True
x3178982a.2,x3178982a,2,nan,False
x3029498c.1,x3029498c,1,5.400792599222474,True
x3029498c.2,x3029498c,2,nan,False
x2952013a.1,x2952013a,1,10.26879564985885,True
x2952013a.2,x2952013a,2,nan,False
x2860488b.1,x2860488b,1,nan,False
x2860488b.2,x2860488b,2,17.051438799740218,True
x2691945c.1,x2691945c,1,nan,False
x2691945c.2,x2691945c,2,nan,False
x3214549a.1,x3214549a,1,5.034142418425543,True
x3214549a.2,x3214549a,2,nan,False
x2710536a.1,x2710536a,1,10.211198153339447,True
x2710536a.2,x2710536a,2,nan,False
x2804956a.1,x2804956a,1,4.231408035344584,True
x2804956a.2,x2804956a,2,nan,False
x3160105c.1,x3160105c,1,nan,False
x3160105c.2,x3160105c,2,nan,False
x3010563a.1,x3010563a,1,13.652281769410669,True
x3010563a.2,x3010563a,2,nan,False
x3649297a.1,x3649297a,1,8.664020078838355,True
x3649297a.2,x3649297a,2,nan,False
x2823611a.1,x2823611a,1,0.9053643786132265,True
x2823611a.2,x2823611a,2,nan,False
x2860487c.1,x2860487c,1,nan,False
x2860487c.2,x2860487c,2,nan,False
x3197629b.1,x3197629b,1,nan,False
x3197629b.2,x3197629b,2,12.682135036593916,True
x2691943b.1,x2691943b,1,nan,False
x2691943b.2,x2691943b,2,15.393929489021897,True
x2673311a.1,x2673311a,1,10.656742834164659,True
x2673311a.2,x2673311a,2,nan,False
x2767343c.1,x2767343c,1,nan,False
x2767343c.2,x2767343c,2,nan,False
x2879063b.1,x2879063b,1,nan,False
x2879063b.2,x2879063b,2,10.563580096879193,True
x3254219c.1,x3254219c,1,nan,False
x3254219c.2,x3254219c,2,nan,False
x3197653b.1,x3197653b,1,nan,False
x3197653b.2,x3197653b,2,10.106261558981007,True
x3251806b.1,x3251806b,1,nan,False
x3251806b.2,x3251806b,2,13.624551759669984,True
x2673308b.1,x2673308b,1,9.935678151139768,True
x2673308b.2,x2673308b,2,10.027846445630749,True
x3254203b.1,x3254203b,1,nan,False
x3254203b.2,x3254203b,2,16.58043002410448,True
x2814529a.1,x2814529a,1,11.971590495975233,True
x2814529a.2,x2814529a,2,nan,False
x2814529b.1,x2814529b,1,11.971590495975233,True
x2814529b.2,x2814529b,2,12.054060719617434,True
x2814529c.1,x2814529c,1,11.971590495975233,True
x2814529c.2,x2814529c,2,nan,False
x2823592a.1,x2823592a,1,0.6352079276860256,True
x2823592a.2,x2823592a,2,nan,False
x2766718c.1,x2766718c,1,8.355440709997184,True
x2766718c.2,x2766718c,2,nan,False
x2727795c.1,x2727795c,1,nan,False
x2727795c.2,x2727795c,2,nan,False
x2955055b.1,x2955055b,1,nan,False
x2955055b.2,x2955055b,2,4.070950215167535,True
x2766722b.1,x2766722b,1,nan,False
x2766722b.2,x2766722b,2,14.273561065064731,True
x2804957c.1,x2804957c,1,nan,False
x2804957c.2,x2804957c,2,nan,False
x3010570a.1,x3010570a,1,14.628359449718705,True
x3010570a.2,x3010570a,2,nan,False
x3649299a.1,x3649299a,1,8.867100667927199,True
x3649299a.2,x3649299a,2,nan,False
x2766717c.1,x2766717c,1,nan,False
x2766717c.2,x2766717c,2,nan,False
x3254870c.1,x3254870c,1,nan,False
x3254870c.2,x3254870c,2,nan,False
x2801895b.1,x2801895b,1,nan,False
x2801895b.2,x2801895b,2,18.5927284983003,True
x2673320b.1,x2673320b,1,nan,False
x2673320b.2,x2673320b,2,16.080402284048404,True
x3198358b.1,x3198358b,1,nan,False
x3198358b.2,x3198358b,2,4.230076247679449,True
x3064514c.1,x3064514c,1,nan,False
x3064514c.2,x3064514c,2,nan,False
x2729429a.1,x2729429a,1,10.179389835127092,True
x2729429a.2,x2729429a,2,nan,False
x2785525c.1,x2785525c,1,nan,False
x2785525c.2,x2785525c,2,nan,False
x2860492c.1,x2860492c,1,nan,False
x2860492c.2,x2860492c,2,nan,False
x2973154a.1,x2973154a,1,11.950526505578116,True
x2973154a.2,x2973154a,2,nan,False
x2691973a.1,x2691973a,1,10.260231743056394,True
x2691973a.2,x2691973a,2,nan,False
x3085394c.1,x3085394c,1,nan,False
x3085394c.2,x3085394c,2,nan,False
x2897791b.1,x2897791b,1,nan,False
x2897791b.2,x2897791b,2,9.746279944115097,True
x2726983a.1,x2726983a,1,15.407544068823938,True
x2726983a.2,x2726983a,2,nan,False
x2711234b.1,x2711234b,1,nan,False
x2711234b.2,x2711234b,2,3.946853642856727,True
x3178980c.1,x3178980c,1,nan,False
x3178980c.2,x3178980c,2,nan,False
x3728039a.1,x3728039a,1,9.639643501062512,True
x3728039a.2,x3728039a,2,nan,False
x2786266a.1,x2786266a,1,1.7061660973159725,True
x2786266a.2,x2786266a,2,nan,False
x2954338b.1,x2954338b,1,nan,False
x2954338b.2,x2954338b,2,12.704537315090022,True
x3254869b.1,x3254869b,1,nan,False
x3254869b.2,x3254869b,2,3.5492250329344706,True
x3198356c.1,x3198356c,1,nan,False
x3198356c.2,x3198356c,2,nan,False
x2730163c.1,x2730163c,1,2.91189641995186,True
x2730163c.2,x2730163c,2,nan,False
x3048965b.1,x3048965b,1,2.039608816940546,True
x3048965b.2,x3048965b,2,2.0691425311192324,True
x3010561a.1,x3010561a,1,10.559041540302985,True
x3010561a.2,x3010561a,2,nan,False
x3160102b.1,x3160102b,1,10.784065787527428,True
x3160102b.2,x3160102b,2,10.879528511674566,True
x3066806c.1,x3066806c,1,nan,False
x3066806c.2,x3066806c,2,nan,False
x3216361b.1,x3216361b,1,nan,False
x3216361b.2,x3216361b,2,12.989164996997916,True
x2879092c.1,x2879092c,1,nan,False
x2879092c.2,x2879092c,2,nan,False
x3104117c.1,x3104117c,1,nan,False
x3104117c.2,x3104117c,2,nan,False
x2935568b.1,x2935568b,1,nan,False
x2935568b.2,x2935568b,2,13.563376802036238,True
x2710530b.1,x2710530b,1,nan,False
x2710530b.2,x2710530b,2,7.9224200368850095,True
x2841618a.1,x2841618a,1,12.138460293835248,True
x2841618a.2,x2841618a,2,nan,False
x3728043a.1,x3728043a,1,9.72069165188608,True
x3728043a.2,x3728043a,2,nan,False
x2897765b.1,x2897765b,1,nan,False
x2897765b.2,x2897765b,2,14.335391550764346,True
x2804283a.1,x2804283a,1,9.31565055229861,True
x2804283a.2,x2804283a,2,nan,False
x3150961c.1,x3150961c,1,nan,False
x3150961c.2,x3150961c,2,nan,False
x2859391b.1,x2859391b,1,nan,False
x2859391b.2,x2859391b,2,13.454093215306028,True
x3254206b.1,x3254206b,1,nan,False
x3254206b.2,x3254206b,2,12.934904940621267,True
x3104122a.1,x3104122a,1,9.146287026773873,True
x3104122a.2,x3104122a,2,nan,False
x3254218a.1,x3254218a,1,10.088133607174262,True
x3254218a.2,x3254218a,2,nan,False
x2804255b.1,x2804255b,1,nan,False
x2804255b.2,x2804255b,2,10.34306087577944,True
x2766748a.1,x2766748a,1,10.214489592927361,True
x2766748a.2,x2766748a,2,nan,False
x2691938b.1,x2691938b,1,nan,False
x2691938b.2,x2691938b,2,13.80130730890187,True
x3027671a.1,x3027671a,1,4.752904105655177,True
x3027671a.2,x3027671a,2,nan,False
x2860501b.1,x2860501b,1,nan,False
x2860501b.2,x2860501b,2,11.81409453816155,True
x2897764b.1,x2897764b,1,nan,False
x2897764b.2,x2897764b,2,17.357112039406154,True
x3068944b.1,x3068944b,1,nan,False
x3068944b.2,x3068944b,2,3.300196510456608,True
x2897781a.1,x2897781a,1,11.431920985275866,True
x2897781a.2,x2897781a,2,nan,False
x2748132a.1,x2748132a,1,16.761774121780196,True
x2748132a.2,x2748132a,2,nan,False
x2766727b.1,x2766727b,1,nan,False
x2766727b.2,x2766727b,2,15.459291132780024,True
x2954339b.1,x2954339b,1,nan,False
x2954339b.2,x2954339b,2,18.10388884879442,True
x2673316a.1,x2673316a,1,5.870283248379551,True
x2673316a.2,x2673316a,2,nan,False
x3649304a.1,x3649304a,1,9.210019581927432,True
x3649304a.2,x3649304a,2,nan,False
x2710508b.1,x2710508b,1,nan,False
x2710508b.2,x2710508b,2,16.131690377849278,True
x2710520a.1,x2710520a,1,10.20224686723016,True
x2710520a.2,x2710520a,2,nan,False
x3010567c.1,x3010567c,1,nan,False
x3010567c.2,x3010567c,2,nan,False
x2876798b.1,x2876798b,1,10.446312659989513,True
x2876798b.2,x2876798b,2,10.539709286537162,True
x3253570c.1,x3253570c,1,nan,False
x3253570c.2,x3253570c,2,nan,False
x3216350a.1,x3216350a,1,13.032890194393795,True
x3216350a.2,x3216350a,2,nan,False
x2804257b.1,x2804257b,1,nan,False
x2804257b.2,x2804257b,2,13.725507087737318,True
x3048937c.1,x3048937c,1,nan,False
x3048937c.2,x3048937c,2,nan,False
x2748157a.1,x2748157a,1,7.082186730671472,True
x2748157a.2,x2748157a,2,nan,False
x3008237c.1,x3008237c,1,nan,False
x3008237c.2,x3008237c,2,nan,False
x3235258a.1,x3235258a,1,10.544567052227556,True
x3235258a.2,x3235258a,2,nan,False
x3235258b.1,x3235258b,1,10.488152935899162,True
x3235258b.2,x3235258b,2,10.573094662140242,True
x3235258c.1,x3235258c,1,10.544567052227556,True
x3235258c.2,x3235258c,2,nan,False
x2766738c.1,x2766738c,1,6.155182883427762,True
x2766738c.2,x2766738c,2,nan,False
x2691948b.1,x2691948b,1,nan,False
x2691948b.2,x2691948b,2,14.761697162213917,True
x2674052c.1,x2674052c,1,nan,False
x2674052c.2,x2674052c,2,nan,False
x3160868b.1,x3160868b,1,nan,False
x3160868b.2,x3160868b,2,4.214420161140077,True
x3048889c.1,x3048889c,1,nan,False
x3048889c.2,x3048889c,2,nan,False
x3236004c.1,x3236004c,1,nan,False
x3236004c.2,x3236004c,2,nan,False
x3235255b.1,x3235255b,1,11.548044573489063,True
x3235255b.2,x3235255b,2,11.587351032504028,True
x3067447a.1,x3067447a,1,4.024530483055847,True
x3067447a.2,x3067447a,2,nan,False
x2989432b.1,x2989432b,1,nan,False
x2989432b.2,x2989432b,2,13.286685890068645,True
x2973164a.1,x2973164a,1,15.400312532688652,True
x2973164a.2,x2973164a,2,nan,False
x3010565c.1,x3010565c,1,nan,False
x3010565c.2,x3010565c,2,nan,False
x2689678b.1,x2689678b,1,nan,False
x2689678b.2,x2689678b,2,12.681377537174292,True
x2748840b.1,x2748840b,1,nan,False
x2748840b.2,x2748840b,2,3.0476276720299227,True
x2989566b.1,x2989566b,1,3.9683786110034776,True
x2989566b.2,x2989566b,2,4.017906025485986,True
x3141388c.1,x3141388c,1,nan,False
x3141388c.2,x3141388c,2,nan,False
x2673317a.1,x2673317a,1,13.120107431001008,True
x2673317a.2,x2673317a,2,nan,False
x2822870c.1,x2822870c,1,nan,False
x2822870c.2,x2822870c,2,nan,False
x2745799c.1,x2745799c,1,nan,False
x2745799c.2,x2745799c,2,nan,False
x2786274c.1,x2786274c,1,nan,False
x2786274c.2,x2786274c,2,nan,False
x2897772a.1,x2897772a,1,12.75933408027864,True
x2897772a.2,x2897772a,2,nan,False
x2935566c.1,x2935566c,1,nan,False
x2935566c.2,x2935566c,2,nan,False
x3091052a.1,x3091052a,1,16.84914751748377,True
x3091052a.2,x3091052a,2,nan,False
x3010566c.1,x3010566c,1,nan,False
x3010566c.2,x3010566c,2,nan,False
x3104131a.1,x3104131a,1,14.785879952621876,True
x3104131a.2,x3104131a,2,nan,False
x3216336a.1,x3216336a,1,10.968596102575807,True
x3216336a.2,x3216336a,2,nan,False
x2858166a.1,x2858166a,1,7.773264857587843,True
x2858166a.2,x2858166a,2,nan,False
x2748128c.1,x2748128c,1,nan,False
x2748128c.2,x2748128c,2,nan,False
x2673318c.1,x2673318c,1,nan,False
x2673318c.2,x2673318c,2,nan,False
x2973169a.1,x2973169a,1,14.709601097928818,True
x2973169a.2,x2973169a,2,nan,False
x3160106a.1,x3160106a,1,12.725935738554389,True
x3160106a.2,x3160106a,2,nan,False
x2842384c.1,x2842384c,1,1.9290395115944687,True
x2842384c.2,x2842384c,2,nan,False
x2767341c.1,x2767341c,1,3.2433998128075436,True
x2767341c.2,x2767341c,2,nan,False
x3189188c.1,x3189188c,1,nan,False
x3189188c.2,x3189188c,2,nan,False
x2710544a.1,x2710544a,1,16.120402824912766,True
x2710544a.2,x2710544a,2,nan,False
x3160123a.1,x3160123a,1,10.530364199195178,True
x3160123a.2,x3160123a,2,nan,False
x2991927b.1,x2991927b,1,nan,False
x2991927b.2,x2991927b,2,13.903920066604721,True
x3122847a.1,x3122847a,1,10.545589913749977,True
x3122847a.2,x3122847a,2,nan,False
x3008232b.1,x3008232b,1,nan,False
x3008232b.2,x3008232b,2,12.495977678488709,True
x3179607b.1,x3179607b,1,nan,False
x3179607b.2,x3179607b,2,3.82962587542627,True
x2673346c.1,x2673346c,1,11.853933058970227,True
x2673346c.2,x2673346c,2,nan,False
x3104127b.1,x3104127b,1,nan,False
x3104127b.2,x3104127b,2,13.349826964699373,True
x3195321a.1,x3195321a,1,5.7855792410521705,True
x3195321a.2,x3195321a,2,nan,False
x2673303c.1,x2673303c,1,nan,False
x2673303c.2,x2673303c,2,nan,False
x2895461a.1,x2895461a,1,11.435323776753044,True
x2895461a.2,x2895461a,2,nan,False
x3027116a.1,x3027116a,1,12.469638301723752,True
x3027116a.2,x3027116a,2,nan,False
x2992657a.1,x2992657a,1,3.3979856196734284,True
x2992657a.2,x2992657a,2,nan,False
x3104154c.1,x3104154c,1,nan,False
x3104154c.2,x3104154c,2,nan,False
x3010580b.1,x3010580b,1,nan,False
x3010580b.2,x3010580b,2,14.34911810667666,True
x3727710a.1,x3727710a,1,9.414699921783146,True
x3727710a.2,x3727710a,2,nan,False
x2692664c.1,x2692664c,1,nan,False
x2692664c.2,x2692664c,2,nan,False
x3215385a.1,x3215385a,1,5.623995420032645,True
x3215385a.2,x3215385a,2,nan,False
x3215385b.1,x3215385b,1,5.614593067311246,True
x3215385b.2,x3215385b,2,5.663465252615904,True
x3215385c.1,x3215385c,1,5.623995420032645,True
x3215385c.2,x3215385c,2,nan,False
x2860493a.1,x2860493a,1,12.45315937626495,True
x2860493a.2,x2860493a,2,nan,False
x3177881c.1,x3177881c,1,nan,False
x3177881c.2,x3177881c,2,nan,False
x3727709a.1,x3727709a,1,9.310858210592508,True
x3727709a.2,x3727709a,2,nan,False
x2785528b.1,x2785528b,1,nan,False
x2785528b.2,x2785528b,2,10.679532660127881,True
x2973171b.1,x2973171b,1,nan,False
x2973171b.2,x2973171b,2,7.8369320495160775,True
x2785523c.1,x2785523c,1,nan,False
x2785523c.2,x2785523c,2,nan,False
x3649300a.1,x3649300a,1,8.941433160870277,True
x3649300a.2,x3649300a,2,nan,False
x2748133c.1,x2748133c,1,nan,False
x2748133c.2,x2748133c,2,nan,False
x3233353a.1,x3233353a,1,12.067631309392086,True
x3233353a.2,x3233353a,2,nan,False
x2785547b.1,x2785547b,1,nan,False
x2785547b.2,x2785547b,2,14.73477977960224,True
x2897800b.1,x2897800b,1,nan,False
x2897800b.2,x2897800b,2,13.179745830369123,True
x2991939b.1,x2991939b,1,10.077508956603513,True
x2991939b.2,x2991939b,2,10.169984505558164,True
x2948732b.1,x2948732b,1,nan,False
x2948732b.2,x2948732b,2,15.02052846945841,True
x0247162b.1,x0247162b,1,nan,False
x0247162b.2,x0247162b,2,13.21992070661637,True
x2879065b.1,x2879065b,1,nan,False
x2879065b.2,x2879065b,2,12.642128715309097,True
x3104121a.1,x3104121a,1,9.733387179910642,True
x3104121a.2,x3104121a,2,nan,False
x2763153a.1,x2763153a,1,12.915849524351753,True
x2763153a.2,x2763153a,2,nan,False
x2766724c.1,x2766724c,1,nan,False
x2766724c.2,x2766724c,2,nan,False
x2805031c.1,x2805031c,1,nan,False
x2805031c.2,x2805031c,2,nan,False
x2805036b.1,x2805036b,1,nan,False
x2805036b.2,x2805036b,2,9.883772262562413,True
x3197625c.1,x3197625c,1,nan,False
x3197625c.2,x3197625c,2,nan,False
x3142049c.1,x3142049c,1,4.185303825075625,True
x3142049c.2,x3142049c,2,nan,False
x3342743c.1,x3342743c,1,nan,False
x3342743c.2,x3342743c,2,nan,False
x2785524c.1,x2785524c,1,nan,False
x2785524c.2,x2785524c,2,nan,False
x2973166c.1,x2973166c,1,nan,False
x2973166c.2,x2973166c,2,nan,False
x3225319b.1,x3225319b,1,nan,False
x3225319b.2,x3225319b,2,18.356067633039526,True
x3270814a.1,x3270814a,1,11.333907912467625,True
x3270814a.2,x3270814a,2,nan,False
x3122814c.1,x3122814c,1,nan,False
x3122814c.2,x3122814c,2,nan,False
x2897770c.1,x2897770c,1,nan,False
x2897770c.2,x2897770c,2,nan,False
x3197634b.1,x3197634b,1,nan,False
x3197634b.2,x3197634b,2,10.549494684661598,True
x3030204a.1,x3030204a,1,0.9300817479075869,True
x3030204a.2,x3030204a,2,nan,False
x3102286b.1,x3102286b,1,nan,False
x3102286b.2,x3102286b,2,5.245083943049622,True
x2801909c.1,x2801909c,1,0.18553478095938009,True
x2801909c.2,x2801909c,2,nan,False
x3122811a.1,x3122811a,1,11.245541231495418,True
x3122811a.2,x3122811a,2,nan,False
x2822869a.1,x2822869a,1,8.776356330145259,True
x2822869a.2,x2822869a,2,nan,False
x3086098a.1,x3086098a,1,1.544477086543146,True
x3086098a.2,x3086098a,2,nan,False
x3120504a.1,x3120504a,1,17.910153656553256,True
x3120504a.2,x3120504a,2,nan,False
x3727712a.1,x3727712a,1,9.370687951919308,True
x3727712a.2,x3727712a,2,nan,False
x3101789a.1,x3101789a,1,13.331211631519091,True
x3101789a.2,x3101789a,2,nan,False
x3254210c.1,x3254210c,1,nan,False
x3254210c.2,x3254210c,2,nan,False
x2730187a.1,x2730187a,1,1.9310878021000788,True
x2730187a.2,x2730187a,2,nan,False
x3216367b.1,x3216367b,1,10.179936879780525,True
x3216367b.2,x3216367b,2,10.272668239791491,True
x2710509c.1,x2710509c,1,nan,False
x2710509c.2,x2710509c,2,nan,False
x3066805a.1,x3066805a,1,12.320013980112194,True
x3066805a.2,x3066805a,2,nan,False
x3197661c.1,x3197661c,1,nan,False
x3197661c.2,x3197661c,2,nan,False
x3179608c.1,x3179608c,1,nan,False
x3179608c.2,x3179608c,2,nan,False
x2916234a.1,x2916234a,1,14.685853757643462,True
x2916234a.2,x2916234a,2,nan,False
x3085402a.1,x3085402a,1,15.557560705775582,True
x3085402a.2,x3085402a,2,nan,False
x2875754c.1,x2875754c,1,nan,False
x2875754c.2,x2875754c,2,nan,False
x2860478b.1,x2860478b,1,nan,False
x2860478b.2,x2860478b,2,12.928813788751043,True
x2766732b.1,x2766732b,1,nan,False
x2766732b.2,x2766732b,2,13.30399842319931,True
x3198355b.1,x3198355b,1,nan,False
x3198355b.2,x3198355b,2,4.252962426861742,True
x3065665a.1,x3065665a,1,4.689283331016385,True
x3065665a.2,x3065665a,2,nan,False
x2897771b.1,x2897771b,1,nan,False
x2897771b.2,x2897771b,2,4.778584825377638,True
x2785516b.1,x2785516b,1,nan,False
x2785516b.2,x2785516b,2,9.03185184898702,True
x2729206c.1,x2729206c,1,nan,False
x2729206c.2,x2729206c,2,nan,False
x3195310a.1,x3195310a,1,15.858056407525705,True
x3195310a.2,x3195310a,2,nan,False
x3232301c.1,x3232301c,1,nan,False
x3232301c.2,x3232301c,2,nan,False
x3048946c.1,x3048946c,1,nan,False
x3048946c.2,x3048946c,2,nan,False
x2861157c.1,x2861157c,1,nan,False
x2861157c.2,x2861157c,2,nan,False
x3029183b.1,x3029183b,1,nan,False
x3029183b.2,x3029183b,2,16.39758314293228,True
x3085396a.1,x3085396a,1,10.424313495084213,True
x3085396a.2,x3085396a,2,nan,False
x2748146a.1,x2748146a,1,8.923851237499129,True
x2748146a.2,x2748146a,2,nan,False
x2691954b.1,x2691954b,1,13.21779948331404,True
x2691954b.2,x2691954b,2,13.253989656423194,True
x2895449c.1,x2895449c,1,9.701160677020551,True
x2895449c.2,x2895449c,2,nan,False
x2991911c.1,x2991911c,1,nan,False
x2991911c.2,x2991911c,2,nan,False
x2785515c.1,x2785515c,1,nan,False
x2785515c.2,x2785515c,2,nan,False
x2804262a.1,x2804262a,1,9.25131494656455,True
x2804262a.2,x2804262a,2,nan,False
x0247160b.1,x0247160b,1,nan,False
x0247160b.2,x0247160b,2,13.171349579053132,True
x2785537a.1,x2785537a,1,7.308499163346938,True
x2785537a.2,x2785537a,2,nan,False
x3122819c.1,x3122819c,1,nan,False
x3122819c.2,x3122819c,2,nan,False
x2804245b.1,x2804245b,1,nan,False
x2804245b.2,x2804245b,2,13.434340337925462,True
x2879068b.1,x2879068b,1,nan,False
x2879068b.2,x2879068b,2,12.010068977991777,True
x2767409b.1,x2767409b,1,nan,False
x2767409b.2,x2767409b,2,4.449825668103707,True
x2685809a.1,x2685809a,1,7.675312246312683,True
x2685809a.2,x2685809a,2,nan,False
x3197637c.1,x3197637c,1,nan,False
x3197637c.2,x3197637c,2,nan,False
x3066818b.1,x3066818b,1,nan,False
x3066818b.2,x3066818b,2,10.030436871074603,True
x2763407c.1,x2763407c,1,nan,False
x2763407c.2,x2763407c,2,nan,False
x2711226b.1,x2711226b,1,2.592285020875559,True
x2711226b.2,x2711226b,2,2.6284678615426373,True
x3160109b.1,x3160109b,1,8.487669323488456,True
x3160109b.2,x3160109b,2,8.57617428958539,True
x2710516a.1,x2710516a,1,12.873322529957031,True
x2710516a.2,x2710516a,2,nan,False
x3197641a.1,x3197641a,1,9.763197287342786,True
x3197641a.2,x3197641a,2,nan,False
x2954351c.1,x2954351c,1,nan,False
x2954351c.2,x2954351c,2,nan,False
x2804272b.1,x2804272b,1,nan,False
x2804272b.2,x2804272b,2,7.339920859731735,True
x2785519a.1,x2785519a,1,9.083691245287207,True
x2785519a.2,x2785519a,2,nan,False
x2955006c.1,x2955006c,1,nan,False
x2955006c.2,x2955006c,2,nan,False
x3104123c.1,x3104123c,1,nan,False
x3104123c.2,x3104123c,2,nan,False
x2729414a.1,x2729414a,1,11.077830639159734,True
x2729414a.2,x2729414a,2,nan,False
x2729414b.1,x2729414b,1,11.077830639159734,True
x2729414b.2,x2729414b,2,11.161863782478742,True
x2729414c.1,x2729414c,1,11.077830639159734,True
x2729414c.2,x2729414c,2,nan,False
x2692660a.1,x2692660a,1,2.2261483524745045,True
x2692660a.2,x2692660a,2,nan,False
x2897793a.1,x2897793a,1,6.869722236824817,True
x2897793a.2,x2897793a,2,nan,False
x3235266c.1,x3235266c,1,nan,False
x3235266c.2,x3235266c,2,nan,False
x2915534a.1,x2915534a,1,13.189446008200743,True
x2915534a.2,x2915534a,2,nan,False
x2804259a.1,x2804259a,1,14.402279641946025,True
x2804259a.2,x2804259a,2,nan,False
x2764399b.1,x2764399b,1,nan,False
x2764399b.2,x2764399b,2,12.448966633043865,True
x2822863c.1,x2822863c,1,nan,False
x2822863c.2,x2822863c,2,nan,False
x3217057a.1,x3217057a,1,1.2007039326192523,True
x3217057a.2,x3217057a,2,nan,False
x3215203a.1,x3215203a,1,5.14794156787198,True
x3215203a.2,x3215203a,2,nan,False
